timestamp,x,y,z
12976224428,0,0,0
12976224435,-0.000810643,-0.000264134,0.00636577
12976224441,-0.00123289,-0.00030775,0.0173335
12976224447,-0.0013381,-0.000431866,0.020911
12976224452,-0.00217413,-0.000858001,0.0279429
12976224458,-0.00315801,-0.00180868,0.0343993
12976224463,-0.00361129,-0.00238642,0.0376775
12976224468,-0.00412628,-0.00310572,0.0444765
12976224473,-0.0051768,-0.00341974,0.0509803
12976224478,-0.00567939,-0.00345592,0.0575189
12976224483,-0.00693473,-0.00372962,0.0641963
12976224488,-0.00778238,-0.00382719,0.0713186
12976224493,-0.0080759,-0.0037638,0.075235
12976224498,-0.00923584,-0.00406327,0.0824875
12976224504,-0.010035,-0.00429622,0.0909259
12976224509,-0.01098,-0.00446919,0.0994291
12976224514,-0.0124367,-0.00534282,0.10856
12976224519,-0.0125125,-0.00547481,0.113149
12976224524,-0.0121988,-0.00623114,0.122562
12976224529,-0.0126306,-0.00730839,0.131639
12976224535,-0.0131301,-0.00858422,0.139621
12976224539,-0.0126639,-0.0102399,0.146228
12976224544,-0.0109837,-0.0112291,0.154241
12976224550,-0.0111254,-0.0118071,0.157739
12976224555,-0.010697,-0.013077,0.16506
12976224560,-0.0109078,-0.0142558,0.172224
12976224564,-0.0114028,-0.0142876,0.180629
12976224569,-0.0116768,-0.0152188,0.188276
12976224574,-0.012171,-0.0153798,0.192981
12976224579,-0.0129287,-0.0154798,0.201178
12976224584,-0.0136941,-0.0160128,0.209309
12976224589,-0.0131553,-0.0168207,0.217916
12976224594,-0.0143993,-0.0174338,0.222108
12976224599,-0.0157049,-0.0192478,0.229345
12976224604,-0.0150435,-0.0205867,0.237392
12976224609,-0.0151889,-0.0210487,0.245419
12976224614,-0.0162282,-0.0214419,0.249573
12976224619,-0.0170257,-0.0225355,0.257208
12976224627,-0.0163085,-0.0224756,0.265686
12976224632,-0.0181622,-0.0232597,0.270726
12976224637,-0.0182248,-0.0241192,0.279916
12976224642,-0.0181331,-0.0245932,0.289475
12976224647,-0.0177073,-0.0250512,0.299105
12976224652,-0.0173723,-0.0260294,0.309353
12976224657,-0.0165373,-0.0270106,0.318184
12976224662,-0.0165343,-0.0271559,0.323057
12976224667,-0.0158386,-0.0287392,0.332091
12976224672,-0.0144544,-0.0302323,0.34029
12976224677,-0.0137062,-0.0306984,0.34852
12976224682,-0.0136919,-0.0308309,0.352486
12976224687,-0.0135819,-0.0315813,0.360799
12976224692,-0.0139002,-0.0320728,0.369323
12976224697,-0.0138828,-0.0320969,0.377898
12976224702,-0.0140182,-0.0324899,0.386888
12976224707,-0.0143182,-0.0330186,0.391173
12976224711,-0.0139554,-0.0333546,0.400451
12976224716,-0.0144897,-0.0350483,0.409222
12976224721,-0.0148751,-0.0348242,0.412819
12976224726,-0.0160965,-0.0368636,0.420649
12976224731,-0.0157816,-0.038252,0.42822
12976224736,-0.0156648,-0.0386561,0.432281
12976224741,-0.0149529,-0.0389935,0.440945
12976224746,-0.0166621,-0.0396931,0.448955
12976224751,-0.0163576,-0.0398853,0.453908
12976224755,-0.016946,-0.0398435,0.462575
12976224760,-0.0178174,-0.039603,0.471159
12976224765,-0.0181379,-0.0393776,0.480434
12976224770,-0.0180339,-0.039254,0.489774
12976224775,-0.0189591,-0.039507,0.494374
12976224780,-0.0181841,-0.0397974,0.503304
12976224785,-0.0187546,-0.0402787,0.512671
12976224790,-0.0191107,-0.0419022,0.520659
12976224795,-0.0192984,-0.0424251,0.524742
12976224800,-0.0191558,-0.043658,0.532686
12976224805,-0.0204666,-0.0440773,0.540884
12976224809,-0.0215215,-0.0450972,0.547894
12976224815,-0.021945,-0.0462665,0.554879
12976224821,-0.0212085,-0.0460306,0.559148
12976224826,-0.0220319,-0.0470816,0.56653
12976224831,-0.0221892,-0.0480658,0.573935
12976224836,-0.0231294,-0.0482779,0.581615
12976224841,-0.024559,-0.0488257,0.589443
12976224846,-0.0246996,-0.0486197,0.593317
12976224850,-0.0257064,-0.0496575,0.600949
12976224855,-0.0272436,-0.0505889,0.607659
12976224860,-0.0283344,-0.0513878,0.614285
12976224865,-0.0285589,-0.0519006,0.61824
12976224870,-0.029513,-0.0530419,0.625813
12976224875,-0.030597,-0.0533509,0.633169
12976224880,-0.0315087,-0.0532716,0.64138
12976224884,-0.0324175,-0.0530893,0.645248
12976224890,-0.0333607,-0.0533448,0.653812
12976224895,-0.0345097,-0.0532613,0.661684
12976224899,-0.0354174,-0.0532335,0.665873
12976224904,-0.0365953,-0.0533603,0.674454
12976224911,-0.0372881,-0.0531793,0.68339
12976224916,-0.0375474,-0.0538383,0.691407
12976224921,-0.0396716,-0.0551431,0.700697
12976224926,-0.0391979,-0.0552791,0.703675
12976224930,-0.0391601,-0.056468,0.711604
12976224935,-0.0408237,-0.0571013,0.720021
12976224940,-0.0405016,-0.0583723,0.726968
12976224945,-0.042091,-0.0582641,0.731378
12976224950,-0.0419073,-0.059741,0.739068
12976224955,-0.041871,-0.0593221,0.747971
12976224959,-0.0433936,-0.0596928,0.75659
12976224985,-0.0445343,-0.0598286,0.765755
12976224990,-0.0447413,-0.0598393,0.770275
12976224995,-0.045197,-0.0603071,0.779271
12976225000,-0.0463731,-0.0612357,0.787964
12976225005,-0.0469659,-0.062891,0.795902
12976225010,-0.0473243,-0.0638025,0.800251
12976225015,-0.0490311,-0.0651887,0.809122
12976225020,-0.049962,-0.0658846,0.817318
12976225025,-0.0492209,-0.0665513,0.826602
12976225030,-0.050504,-0.0672001,0.830621
12976225037,-0.0500641,-0.0671919,0.839791
12976225042,-0.0507296,-0.0672417,0.849137
12976225048,-0.0504829,-0.0670443,0.85821
12976225052,-0.0515241,-0.0665264,0.867507
12976225057,-0.0515747,-0.066257,0.871773
12976225062,-0.0521336,-0.0662784,0.882035
12976225067,-0.0528747,-0.0673553,0.891284
12976225072,-0.0527874,-0.0679854,0.90015
12976225077,-0.0522693,-0.0690643,0.910285
12976225082,-0.052703,-0.0697713,0.914611
12976225087,-0.0524807,-0.071691,0.927073
12976225092,-0.052185,-0.0723219,0.9306
12976225097,-0.0513117,-0.0735987,0.939163
12976225102,-0.0515762,-0.0743637,0.94802
12976225107,-0.0512357,-0.0751057,0.956124
12976225112,-0.0514638,-0.0749105,0.960311
12976225117,-0.0504888,-0.075602,0.968681
12976225122,-0.0504798,-0.07596,0.977404
12976225128,-0.0514973,-0.0767442,0.986812
12976225133,-0.0515554,-0.07671,0.991068
12976225138,-0.051571,-0.0767747,1.00041
12976225143,-0.0519743,-0.0774612,1.00913
12976225148,-0.0530327,-0.0780308,1.01304
12976225153,-0.0527685,-0.0787086,1.02643
12976225158,-0.0529933,-0.0792018,1.03099
12976225163,-0.0533567,-0.080326,1.03918
12976225168,-0.053949,-0.0807775,1.04739
12976225173,-0.0533757,-0.0813812,1.05542
12976225178,-0.0538143,-0.0818697,1.06413
12976225183,-0.053233,-0.0816146,1.06842
12976225188,-0.0531181,-0.0818336,1.07718
12976225193,-0.0533492,-0.0819105,1.08748
12976225198,-0.0527164,-0.0826212,1.09713
12976225203,-0.0524603,-0.0832588,1.10206
12976225208,-0.0515843,-0.0847355,1.11117
12976225213,-0.0508182,-0.0865347,1.12046
12976225218,-0.0505636,-0.0881597,1.12838
12976225222,-0.0491485,-0.088905,1.13264
12976225227,-0.0486449,-0.089532,1.14046
12976225234,-0.048959,-0.0908569,1.14797
12976225239,-0.0469633,-0.091272,1.15702
12976225244,-0.0461874,-0.0917846,1.16503
12976225249,-0.0459097,-0.0922049,1.17317
12976225254,-0.0462626,-0.0922077,1.17671
12976225259,-0.0457417,-0.0926838,1.18516
12976225264,-0.0457336,-0.0930156,1.19268
12976225268,-0.0453342,-0.093161,1.20059
12976225273,-0.0452282,-0.0937494,1.20841
12976225278,-0.0453667,-0.0948693,1.21551
12976225283,-0.0452209,-0.095506,1.22353
12976225288,-0.0455551,-0.0964613,1.2307
12976225293,-0.0443366,-0.0961602,1.23861
12976225298,-0.0443634,-0.0968074,1.24159
12976225303,-0.0431897,-0.097421,1.24943
12976225308,-0.0424878,-0.0985166,1.25898
12976225313,-0.042304,-0.0992619,1.26619
12976225318,-0.0418238,-0.0987931,1.27025
12976225323,-0.0418022,-0.0998388,1.27702
12976225328,-0.0402679,-0.0999018,1.28588
12976225333,-0.0408146,-0.100708,1.29429
12976225338,-0.0407991,-0.101452,1.30361
12976225342,-0.0391538,-0.102063,1.31215
12976225347,-0.039127,-0.102819,1.31702
12976225352,-0.0383042,-0.104247,1.32528
12976225357,-0.037364,-0.105228,1.33311
12976225362,-0.0362645,-0.106164,1.34107
12976225367,-0.0355549,-0.106956,1.34908
12976225372,-0.035493,-0.106632,1.35292
12976225377,-0.034413,-0.107216,1.36088
12976225381,-0.0338087,-0.107461,1.36929
12976225386,-0.0331328,-0.107057,1.3776
12976225391,-0.0331432,-0.107597,1.38139
12976225396,-0.03295,-0.107732,1.38981
12976225401,-0.0318846,-0.10828,1.39897
12976225406,-0.0316399,-0.108696,1.40833
12976225411,-0.0311131,-0.109381,1.41299
12976225416,-0.0315663,-0.110407,1.42234
12976225422,-0.0315401,-0.111827,1.43114
12976225427,-0.030809,-0.11245,1.43878
12976225441,-0.0307285,-0.113061,1.4471
12976225449,-0.030404,-0.113419,1.45446
12976225455,-0.0302792,-0.113486,1.45848
12976225461,-0.0301131,-0.113765,1.46735
12976225466,-0.0304927,-0.113868,1.47547
12976225471,-0.0304478,-0.114338,1.485
12976225476,-0.0292271,-0.114736,1.49458
12976225481,-0.027058,-0.114963,1.50317
12976225486,-0.0253547,-0.115316,1.51264
12976225491,-0.0249239,-0.115542,1.51706
12976225496,-0.0231173,-0.11757,1.52663
12976225501,-0.022467,-0.117962,1.53558
12976225505,-0.0202825,-0.118642,1.54334
12976225510,-0.0171326,-0.119702,1.55233
12976225515,-0.016639,-0.120118,1.55602
12976225521,-0.0161422,-0.120433,1.56321
12976225526,-0.0156757,-0.120482,1.5705
12976225531,-0.0151803,-0.12028,1.57814
12976225536,-0.0156079,-0.120315,1.58567
12976225541,-0.0160475,-0.11999,1.59304
12976225546,-0.0163053,-0.120007,1.60085
12976225551,-0.0158424,-0.120482,1.60962
12976225555,-0.0161358,-0.121318,1.61801
12976225560,-0.0164705,-0.122218,1.62254
12976225565,-0.0165879,-0.123337,1.63046
12976225569,-0.0172192,-0.124552,1.63864
12976225574,-0.0162728,-0.12522,1.64666
12976225579,-0.0160222,-0.125708,1.65464
12976225584,-0.0150339,-0.126474,1.66356
12976225589,-0.0150793,-0.126758,1.66793
12976225594,-0.0142105,-0.127263,1.67787
12976225599,-0.0143376,-0.127702,1.68661
12976225604,-0.0128017,-0.128863,1.69722
12976225609,-0.0116948,-0.129583,1.7071
12976225614,-0.00990522,-0.129886,1.71664
12976225619,-0.00766545,-0.130531,1.72634
12976225624,-0.00713937,-0.132002,1.73573
12976225629,-0.00652791,-0.132449,1.74016
12976225634,-0.0040658,-0.133931,1.75298
12976225641,-0.00322061,-0.133713,1.75756
12976225646,-0.00327613,-0.133989,1.76604
12976225651,-0.00249007,-0.135241,1.77364
12976225656,-0.000914072,-0.135552,1.78284
12976225661,-0.000786953,-0.135712,1.79172
12976225666,-0.000529305,-0.135658,1.7959
12976225671,-0.00103229,-0.13478,1.80483
12976225676,0.000821153,-0.135529,1.81474
12976225681,0.000232782,-0.135596,1.82418
12976225686,-0.00106434,-0.136442,1.83186
12976225691,-0.0012755,-0.138382,1.84111
12976225696,-0.000730113,-0.13935,1.8503
12976225701,-0.000143179,-0.140797,1.85937
12976225705,-0.000279074,-0.141617,1.86855
12976225710,0.000270926,-0.142336,1.87334
12976225715,0.000740486,-0.142,1.88271
12976225720,0.000247383,-0.142127,1.89196
12976225725,-0.000232263,-0.141756,1.90148
12976225730,8.44011e-05,-0.14141,1.91131
12976225735,0.000337684,-0.142515,1.92264
12976225740,0.00136371,-0.143483,1.93335
12976225745,0.00247069,-0.142244,1.93919
12976225750,0.00334918,-0.144626,1.95134
12976225755,0.00183185,-0.145366,1.96003
12976225760,0.00294601,-0.148039,1.97034
12976225765,0.00202833,-0.148124,1.97842
12976225770,0.00152265,-0.148342,1.98306
12976225775,0.000459147,-0.148988,1.99196
12976225780,-0.000495111,-0.150178,2.00057
12976225785,-0.000326465,-0.150561,2.00973
12976225790,-0.00216048,-0.149946,2.01904
12976225795,-0.00231592,-0.1507,2.02309
12976225799,-0.00254386,-0.150093,2.03278
12976225804,-0.00279687,-0.150585,2.04193
12976225809,-0.00312165,-0.151157,2.05322
12976225814,-0.00405285,-0.153027,2.06325
12976225819,-0.00347348,-0.15497,2.07258
12976225824,-0.0034364,-0.156696,2.08364
12976225829,-0.00376449,-0.158389,2.09272
12976225834,-0.00405554,-0.159441,2.09715
12976225841,-0.00231003,-0.159665,2.10982
12976225845,-0.0016739,-0.16013,2.11958
12976225851,-0.00144627,-0.160381,2.12903
12976225856,-0.00118815,-0.160359,2.13987
12976225861,-0.00150013,-0.161044,2.14897
12976225866,-0.000661118,-0.160766,2.16056
12976225871,0.000767112,-0.161726,2.17157
12976225875,0.00108363,-0.16264,2.17857
12976225880,0.000278778,-0.163735,2.18665
12976225885,0.0011077,-0.164922,2.19599
12976225890,0.0013477,-0.165273,2.20596
12976225895,0.00144269,-0.16548,2.21518
12976225900,0.000324182,-0.166499,2.22496
12976225905,-4.28183e-05,-0.167404,2.23373
12976225910,-0.000107546,-0.166878,2.23862
12976225915,-0.000590062,-0.167339,2.24725
12976225920,-0.000140418,-0.168562,2.25779
12976225925,-0.000941719,-0.168641,2.26818
12976225930,-0.00145101,-0.169597,2.27806
12976225937,-0.00132946,-0.171853,2.28896
12976225942,0.000145062,-0.171613,2.29218
12976225947,-6.61117e-05,-0.173534,2.30145
12976225952,0.000258022,-0.174815,2.31158
12976225957,0.001139,-0.176132,2.32083
12976225962,0.000886357,-0.177303,2.32474
12976225967,0.00113725,-0.177556,2.33433
12976225972,0.000818128,-0.178637,2.34309
12976225977,0.00182924,-0.179112,2.35416
12976225982,0.00175374,-0.180129,2.36256
12976225987,0.00189851,-0.179734,2.36811
12976225992,0.00319757,-0.180323,2.37853
12976225997,0.00318323,-0.179926,2.39051
12976226002,0.0046037,-0.179722,2.39913
12976226007,0.00524715,-0.179816,2.40945
12976226012,0.00589114,-0.181585,2.41874
12976226017,0.00567662,-0.181875,2.42394
12976226022,0.00615675,-0.181773,2.43502
12976226026,0.00675042,-0.183014,2.44448
12976226031,0.0066782,-0.183907,2.45293
12976226038,0.0062259,-0.185033,2.46228
12976226043,0.00600678,-0.185513,2.46809
12976226048,0.00546442,-0.187861,2.48157
