timestamp,x,y,z
11731134379,0.172377,-0.000319772,0.374464
11731134389,-0.190663,-0.0076158,0.342554
11731134391,-0.215079,-0.185521,0.75564
11731134392,0.151575,-0.16019,0.716622
11731134393,0.158751,-0.316327,1.06173
11731134394,-0.218224,-0.288659,1.0874
11731307087,-0.192112,-0.00799009,0.338293
11731307100,0.1702,0.00277886,0.362708
11731307102,0.159399,-0.306593,1.05455
11731307103,-0.19624,-0.169017,0.747753
11731307104,0.153702,-0.167578,0.723717
11731307105,-0.21911,-0.288455,1.11046
11731409736,0.161517,0.00410776,0.354619
11731409744,-0.191026,-4.12095e-05,0.336864
11731409746,0.156288,-0.154091,0.704508
11731409746,0.157621,-0.308105,1.05462
11731409747,-0.189725,-0.153596,0.702759
11731409748,-0.210958,-0.264712,1.06241
11731500853,0.165578,0.00364273,0.359558
11731500861,-0.187578,-0.000336976,0.334388
11731500862,0.157727,-0.156189,0.704507
11731500863,-0.186413,-0.159063,0.698882
11731500863,0.158441,-0.308896,1.05578
11731500864,-0.20896,-0.264514,1.05951
11731595122,-0.187431,0.00203069,0.335284
11731595131,0.164462,0.00324409,0.352809
11731595133,0.153046,-0.163404,0.705363
11731595133,-0.185816,-0.157354,0.698702
11731595134,0.165226,-0.317948,1.06124
11731595135,-0.212729,-0.264563,1.06703
11731691433,0.161156,0.00246826,0.359974
11731691442,-0.187192,0.00201985,0.340756
11731691443,0.160102,-0.160542,0.728719
11731691444,-0.208148,-0.180876,0.758346
11731691445,0.16437,-0.31397,1.05512
11731691446,-0.204499,-0.256612,1.07573
11731785385,-0.190476,9.72513e-05,0.337927
11731785393,0.160951,0.000538249,0.350434
11731785394,0.159776,-0.146115,0.702985
11731785395,0.163286,-0.315273,1.05897
11731785396,-0.20735,-0.181883,0.752857
11731785397,-0.206724,-0.262337,1.06697
11731894306,0.159174,0.00354158,0.349462
11731894315,-0.185548,-0.00209782,0.329788
11731894316,0.161282,-0.14318,0.705599
11731894317,-0.20799,-0.179254,0.754966
11731894318,0.163436,-0.30945,1.06162
11731894319,-0.214693,-0.275351,1.08592
11731985998,0.168993,0.00417566,0.362674
11731986008,-0.186266,0.00112417,0.336115
11731986010,0.164859,-0.319158,1.06647
11731986011,0.15372,-0.153252,0.705204
11731986013,-0.205618,-0.177044,0.760555
11731986015,-0.207407,-0.259145,1.07204
11732076941,-0.189449,-0.00110623,0.342366
11732076949,0.169299,0.00498005,0.365108
11732076950,0.157636,-0.150185,0.703567
11732076951,-0.208917,-0.183662,0.751175
11732076952,0.165354,-0.319437,1.05794
11732076953,-0.202512,-0.257561,1.07533
11732170541,0.173487,0.00686513,0.367697
11732170549,-0.190912,-0.00371813,0.349954
11732170550,0.146257,-0.157665,0.71043
11732170551,-0.211168,-0.173761,0.749736
11732170552,0.159252,-0.307121,1.05437
11732170553,-0.208047,-0.260859,1.07052
11732270491,-0.184923,-0.000787714,0.340376
11732270500,0.175518,0.00821179,0.370442
11732270501,0.162053,-0.310899,1.05837
11732270503,0.147747,-0.158307,0.709529
11732270504,-0.207503,-0.166604,0.73185
11732270505,-0.214629,-0.276796,1.09112
11732364073,0.174405,0.00864438,0.373608
11732364081,-0.18825,0.00178823,0.344573
11732364082,0.149525,-0.149531,0.710689
11732364083,0.163901,-0.313831,1.06175
11732364084,-0.212878,-0.183005,0.766267
11732364085,-0.211576,-0.269057,1.06866
11732460109,0.165283,0.00994861,0.355382
11732460116,0.15711,-0.14907,0.703765
11732460117,-0.186799,-0.0058767,0.330698
11732460118,0.162021,-0.314983,1.06141
11732460119,-0.2017,-0.169052,0.739862
11732460120,-0.211289,-0.269682,1.06198
11732563206,0.175263,-0.000148092,0.377908
11732563215,0.149353,-0.155726,0.707207
11732563216,-0.189513,-0.000135446,0.334856
11732563217,0.167118,-0.316112,1.07839
11732563218,-0.204211,-0.168548,0.728066
11732563219,-0.21214,-0.268472,1.06767
11732655212,0.154967,-0.00026132,0.347065
11732655219,-0.186028,-0.0082231,0.321739
11732655220,0.155298,-0.146431,0.704119
11732655221,-0.195485,-0.160936,0.694453
11732655222,0.167437,-0.322968,1.0585
11732655226,-0.21013,-0.261082,1.06985
11732749264,0.15895,0.00278705,0.35011
11732749272,-0.196181,-0.153961,0.697369
11732749273,-0.188845,-0.0026696,0.33984
11732749274,0.156901,-0.145005,0.704784
11732749275,0.164898,-0.320825,1.05662
11732749276,-0.209799,-0.272939,1.06324
11732844815,0.158885,0.00364703,0.351291
11732844823,0.158884,-0.149411,0.70336
11732844824,-0.192438,-0.00510001,0.341484
11732844825,0.164363,-0.313361,1.05881
11732844826,-0.204986,-0.169854,0.736333
11732844827,-0.206108,-0.267212,1.07122
11732939391,0.156017,0.00657198,0.344548
11732939399,0.156369,-0.147012,0.70768
11732939400,-0.186943,-0.000503994,0.336101
11732939402,-0.195438,-0.155083,0.69866
11732939402,0.161897,-0.309999,1.05878
11732939403,-0.207819,-0.263118,1.07284
11733038624,0.159366,0.00634608,0.346318
11733038632,-0.193551,0.00037871,0.339325
11733038633,0.152319,-0.155814,0.703478
11733038634,0.161404,-0.309151,1.05272
11733038635,-0.205715,-0.173608,0.735723
11733038636,-0.209828,-0.263786,1.07029
11733128610,0.153947,0.00501045,0.346605
11733128618,-0.187962,-0.00350982,0.322062
11733128620,0.154613,-0.150626,0.702948
11733128621,0.163011,-0.311927,1.06715
11733128622,-0.211611,-0.181262,0.74764
11733128623,-0.20854,-0.261597,1.0723
11733224650,0.171093,0.00189122,0.358037
11733224657,0.155272,-0.13583,0.709061
11733224658,-0.185561,-0.00558289,0.322683
11733224659,-0.203491,-0.173451,0.734374
11733224660,0.165929,-0.312578,1.06523
11733224661,-0.211036,-0.26465,1.071
11733321498,0.157299,0.0092168,0.345909
11733321506,0.154667,-0.137715,0.710111
11733321507,-0.188122,-0.00643314,0.320312
11733321508,-0.201912,-0.164579,0.721032
11733321509,0.164492,-0.314365,1.06317
11733321510,-0.201943,-0.259052,1.06877
11733422822,0.18013,0.00299619,0.374673
